method,id_doc,n,k_injected,correct_flex,correct_strict,has_done,seconds,setting
ours,0,0,0,1,1,1,8.11,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,2,5,1,1,1,7.99,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,4,10,1,1,1,7.23,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,6,15,1,1,1,7.22,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,8,20,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,10,26,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,12,31,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,14,36,1,1,1,7.24,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,16,41,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,18,46,1,1,1,7.26,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,20,51,1,1,1,7.26,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,22,56,1,1,1,7.26,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,24,61,1,1,1,7.26,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,26,67,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,28,72,1,1,1,7.26,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,30,77,1,1,1,7.26,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,32,82,1,1,1,7.26,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,34,87,1,1,1,7.28,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,36,92,1,1,1,7.29,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,38,97,1,1,1,7.3,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,40,102,1,1,1,7.3,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,42,108,1,1,1,7.3,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,44,113,1,1,1,7.3,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,46,118,1,1,1,7.3,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,48,123,1,1,1,7.3,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,50,128,1,1,1,7.31,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,52,133,1,1,1,7.31,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,54,138,1,1,1,7.31,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,56,143,1,1,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,58,148,1,1,1,7.31,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,60,154,1,1,1,7.31,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,62,159,1,1,1,7.31,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,64,164,1,1,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,66,169,1,1,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,68,174,1,1,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,70,179,1,1,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,72,184,1,1,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,74,189,1,1,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,76,195,1,1,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,78,200,1,1,1,7.31,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,80,205,1,1,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,82,210,1,1,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,84,215,1,1,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,86,220,1,1,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,88,225,1,1,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,0,90,230,1,1,1,7.31,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,0,0,1,1,1,7.44,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,2,5,1,1,1,7.4,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,4,10,1,1,1,7.4,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,6,15,1,1,1,7.4,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,8,20,1,1,1,7.4,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,10,26,1,1,1,7.39,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,12,31,1,1,1,7.39,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,14,36,1,1,1,7.4,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,16,41,1,1,1,7.39,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,18,46,1,1,1,7.4,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,20,51,1,1,1,7.4,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,22,56,1,1,1,7.4,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,24,61,1,1,1,7.39,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,26,67,1,1,1,7.39,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,28,72,1,1,1,7.39,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,30,77,1,1,1,7.4,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,32,82,1,1,1,7.39,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,34,87,1,1,1,7.39,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,36,92,1,1,1,7.39,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,38,97,1,1,1,7.38,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,40,102,1,1,1,7.38,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,42,108,1,1,1,7.38,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,44,113,1,1,1,7.38,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,46,118,1,1,1,7.39,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,48,123,1,1,1,7.39,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,50,128,1,1,1,7.39,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,52,133,1,1,1,7.38,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,54,138,1,1,1,7.37,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,56,143,1,1,1,7.37,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,58,148,1,1,1,7.37,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,60,154,1,1,1,7.36,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,62,159,1,1,1,7.36,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,64,164,1,1,1,7.36,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,66,169,1,1,1,7.36,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,68,174,1,1,1,7.36,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,70,179,1,1,1,7.36,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,72,184,1,1,1,7.38,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,74,189,1,1,1,7.38,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,76,195,1,1,1,7.38,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,78,200,1,1,1,7.38,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,80,205,1,1,1,7.37,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,82,210,1,1,1,7.37,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,84,215,1,1,1,7.35,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,86,220,1,1,1,7.36,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,88,225,1,1,1,7.37,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,1,90,230,1,1,1,7.37,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,0,0,0,0,1,7.16,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,2,5,1,1,1,7.15,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,4,10,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,6,15,1,1,1,7.15,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,8,20,1,1,1,7.15,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,10,26,1,1,1,7.15,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,12,31,1,1,1,7.15,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,14,36,1,1,1,7.15,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,16,41,0,0,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,18,46,0,0,1,7.15,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,20,51,1,1,1,7.15,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,22,56,1,1,1,7.15,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,24,61,1,1,1,7.15,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,26,67,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,28,72,1,1,1,7.15,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,30,77,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,32,82,1,1,1,7.15,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,34,87,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,36,92,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,38,97,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,40,102,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,42,108,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,44,113,1,1,1,7.13,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,46,118,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,48,123,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,50,128,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,52,133,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,54,138,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,56,143,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,58,148,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,60,154,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,62,159,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,64,164,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,66,169,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
